ID_Transacao,Data_Processamento,Valor_Recebido
TRX-012838,2026-06-12,1550.69
TRX-012839,2026-05-23,14789.05
TRX-012840,2026-06-05,10223.83
TRX-012841,2026-06-19,2656.33
TRX-012842,2026-06-17,4447.27
TRX-012843,2026-05-30,1117.68
TRX-012844,2026-06-14,14665.44
TRX-012845,2026-06-08,14419.04
TRX-012846,2026-06-16,4221.81
TRX-012847,2026-05-24,5443.07
TRX-012848,2026-05-30,14462.81
TRX-012849,2026-06-02,4765.13
TRX-012850,2026-06-14,13251.53
TRX-012851,2026-06-10,14275.78
TRX-012854,2026-05-31,13496.73
TRX-012855,2026-06-07,8397.93
TRX-012856,2026-06-03,10007.73
TRX-012857,2026-05-23,14882.01
TRX-012858,2026-06-06,8142.97
TRX-012859,2026-06-17,4103.78
TRX-012860,2026-06-12,4919.85
TRX-012861,2026-05-20,14299.2
TRX-012862,2026-06-02,10018.82
TRX-012863,2026-05-31,3429.2
TRX-012864,2026-06-18,5451.47
TRX-012865,2026-06-18,4505.19
TRX-012866,2026-05-22,9239.14
TRX-012868,2026-05-26,2808.55
TRX-012869,2026-05-25,6735.72
TRX-012870,2026-06-14,8881.44
TRX-012872,2026-05-22,14795.78
TRX-012873,2026-05-28,8914.25
TRX-012874,2026-06-03,6502.39
TRX-012875,2026-06-15,10894.58
TRX-012876,2026-06-12,4471.48
TRX-012877,2026-05-18,12115.33
TRX-012878,2026-06-09,2753.93
TRX-012879,2026-06-13,14070.51
TRX-012880,2026-05-26,10821.33
TRX-012881,2026-05-21,11091.35
TRX-012882,2026-05-29,14045.68
TRX-012883,2026-05-27,8648.97
TRX-012884,2026-05-27,3038.25
TRX-012885,2026-05-25,13827.27
TRX-012886,2026-06-12,14863.12
TRX-012887,2026-06-07,7201.37
TRX-012888,2026-06-01,13806.95
TRX-012889,2026-05-30,2444.79
TRX-012890,2026-06-10,11030.67
TRX-012891,2026-05-24,9675.4
TRX-012892,2026-05-25,3163.07
TRX-012893,2026-05-26,4805.05
TRX-012894,2026-06-16,10861.51
TRX-012895,2026-06-09,9653.76
TRX-012896,2026-05-29,4689.32
TRX-012897,2026-06-16,4243.71
TRX-012898,2026-06-05,13422.04
TRX-012899,2026-06-02,8522.66
TRX-012900,2026-05-30,4907.28
TRX-012901,2026-05-21,13169.06
TRX-012902,2026-06-02,5307.07
TRX-012903,2026-06-06,6029.61
TRX-012904,2026-05-29,1829.91
TRX-012905,2026-05-26,7292.46
TRX-012906,2026-05-27,14726.48
TRX-012907,2026-06-15,9099.37
TRX-012908,2026-06-08,11235.68
TRX-012909,2026-06-01,11183.89
TRX-012910,2026-06-05,2337.64
TRX-012911,2026-05-28,2454.46
TRX-012912,2026-06-11,4198.66
TRX-012913,2026-06-11,9259.46
TRX-012914,2026-05-27,6361.71
TRX-012915,2026-06-15,5215.16
TRX-012916,2026-05-21,4140.07
TRX-012917,2026-05-18,2600.7
TRX-012918,2026-06-04,7216.02
TRX-012920,2026-06-13,14201.88
TRX-012921,2026-06-07,5887.63
TRX-012923,2026-05-25,1196.94
TRX-012924,2026-06-04,7956.8
TRX-012925,2026-06-17,3164.99
TRX-012926,2026-06-16,4179.42
TRX-012927,2026-05-28,5175.62
TRX-012928,2026-06-14,7309.98
TRX-012929,2026-05-25,13215.4
TRX-012930,2026-05-21,14968.16
TRX-012931,2026-06-04,14436.74
TRX-012932,2026-05-29,4997.73
TRX-012933,2026-06-16,10219.09
TRX-012934,2026-06-11,6865.9
TRX-012935,2026-06-11,8040.54
TRX-012936,2026-06-09,12416.04
TRX-012937,2026-05-30,3142.68
TRX-012938,2026-06-05,3208.74
TRX-012939,2026-06-09,9090.08
TRX-012940,2026-06-13,11720.24
TRX-012941,2026-06-16,11192.91
TRX-012942,2026-05-24,3041.33
TRX-012943,2026-06-16,5675.27
TRX-012944,2026-06-11,8122.38
TRX-012945,2026-06-15,10860.3
TRX-012946,2026-05-23,6032.65
TRX-012947,2026-05-26,11566.27
TRX-012948,2026-05-30,12995.08
TRX-012949,2026-06-02,14459.51
TRX-012950,2026-06-02,2915.52
TRX-012951,2026-06-03,10343.8
TRX-012952,2026-06-10,2659.42
TRX-012953,2026-05-29,2880.77
TRX-012954,2026-06-10,2611.58
TRX-012955,2026-05-27,7975.47
TRX-012956,2026-06-01,6226.69
TRX-012957,2026-06-19,9185.28
TRX-012958,2026-05-19,3514.74
TRX-012959,2026-05-20,11862.59
TRX-012960,2026-05-30,12079.93
TRX-012961,2026-05-23,10630.04
TRX-012962,2026-06-17,6626.37
TRX-012963,2026-06-15,12224.93
TRX-012964,2026-05-29,11193.24
TRX-012965,2026-05-26,1526.08
TRX-012966,2026-06-10,797.49
TRX-012968,2026-05-27,6932.4
TRX-012969,2026-06-08,14938.27
TRX-012970,2026-06-07,4689.96
TRX-012971,2026-05-24,5120.45
TRX-012972,2026-05-29,9664.34
TRX-012973,2026-06-11,13488.26
TRX-012974,2026-05-19,10534.6
TRX-012975,2026-05-30,9070.63
TRX-012976,2026-05-26,4722.91
TRX-012977,2026-05-29,9787.42
TRX-012978,2026-05-27,9573.07
TRX-012979,2026-06-08,5750.86
TRX-012980,2026-05-28,14956.85
TRX-012981,2026-06-06,9733.58
TRX-012982,2026-05-26,1428.73
TRX-012983,2026-06-16,8061.58
TRX-012984,2026-05-25,7092.12
TRX-012985,2026-06-11,8753.53
TRX-012986,2026-06-12,5822.98
TRX-012987,2026-05-26,4769.32
TRX-012988,2026-06-10,10227.31
TRX-012989,2026-06-09,4538.31
TRX-012990,2026-06-01,3917.43
TRX-012991,2026-06-07,7472.02
TRX-012992,2026-05-25,7515.09
TRX-012993,2026-05-28,11802.34
TRX-012995,2026-05-24,4640.41
TRX-012996,2026-06-16,14568.8
TRX-012997,2026-06-16,5384.82
TRX-012998,2026-06-09,4417.92
TRX-012999,2026-06-11,10009.52
TRX-013000,2026-05-22,12900.78
TRX-013001,2026-06-06,4764.36
TRX-013002,2026-05-21,9670.98
TRX-013003,2026-05-22,11595.34
TRX-013004,2026-05-21,9142.72
TRX-013005,2026-06-06,11704.73
TRX-013006,2026-05-24,4456.52
TRX-013007,2026-05-20,9901.61
TRX-013008,2026-05-29,9018.17
TRX-013009,2026-05-31,4341.08
TRX-013010,2026-05-25,13548.4
TRX-013011,2026-05-24,6923.13
TRX-013012,2026-05-26,5053.3
TRX-013013,2026-06-03,6184.81
TRX-013014,2026-05-22,7583.17
TRX-013015,2026-05-22,4790.67
TRX-013016,2026-05-19,10153.64
TRX-013017,2026-05-31,11739.75
TRX-013018,2026-06-11,9788.62
TRX-013019,2026-05-31,3586.19
TRX-013021,2026-06-02,6215.95
TRX-013022,2026-05-22,8913.5
TRX-013023,2026-05-29,4642.2
TRX-013024,2026-05-28,4340.71
TRX-013025,2026-05-29,14532.02
TRX-013026,2026-06-11,12687.65
TRX-013027,2026-06-13,11744.44
TRX-013028,2026-06-11,2655.94
TRX-013030,2026-06-18,9110.71
TRX-013031,2026-06-16,4329.13
TRX-013032,2026-06-12,8048.62
TRX-013033,2026-06-10,1671.68
TRX-013034,2026-05-24,10712.96
TRX-013035,2026-06-02,11468.81
TRX-013036,2026-05-25,10301.79
TRX-013037,2026-06-17,12664.18
TRX-013038,2026-05-24,3318.4
TRX-013039,2026-05-28,9113.78
TRX-013040,2026-06-08,2958.48
TRX-013041,2026-06-15,7961.2
TRX-013042,2026-06-14,3595.78
TRX-013043,2026-06-14,11422.24
TRX-013044,2026-06-11,3037.4
TRX-013045,2026-06-12,12493.24
TRX-013046,2026-06-10,7690.95
TRX-013048,2026-06-01,10553.1
TRX-013049,2026-05-23,2522.71
TRX-013050,2026-06-01,11948.22
TRX-013051,2026-06-11,6619.49
TRX-013052,2026-05-29,3517.85
TRX-013053,2026-05-19,3874.84
TRX-013054,2026-06-08,3523.6
TRX-013056,2026-06-12,1494.92
TRX-013057,2026-05-18,9308.6
TRX-013058,2026-06-10,13062.2
TRX-013059,2026-06-09,5514.37
TRX-013060,2026-06-08,11811.96
TRX-013061,2026-05-26,8471.63
TRX-013062,2026-06-06,9840.59
TRX-013063,2026-05-24,2804.82
TRX-013064,2026-06-06,8608.25
TRX-013065,2026-06-01,1015.26
TRX-013066,2026-06-18,14063.37
TRX-013067,2026-06-03,5199.84
TRX-013068,2026-05-27,5066.44
TRX-013069,2026-05-20,11540.04
TRX-013070,2026-05-26,5361.68
TRX-013071,2026-05-27,1171.44
TRX-013072,2026-06-17,12848.63
TRX-013073,2026-06-11,2819.26
TRX-013074,2026-05-22,12450.42
TRX-013075,2026-05-26,5093.46
TRX-013076,2026-06-15,8646.04
TRX-013077,2026-06-07,3039.94
TRX-013078,2026-06-11,13497.86
TRX-013079,2026-05-20,11477.76
TRX-013080,2026-05-28,11310.78
TRX-013081,2026-05-26,2482.27
TRX-013082,2026-06-10,603.49
TRX-013083,2026-06-01,12063.06
TRX-013084,2026-06-04,8716.59
TRX-013086,2026-06-05,3174.09
TRX-013087,2026-05-25,7973.59
TRX-013088,2026-06-17,4514.11
TRX-013090,2026-05-23,12415.46
TRX-013092,2026-06-03,938.91
TRX-013093,2026-06-10,4484.11
TRX-013094,2026-06-07,12885.02
TRX-013095,2026-06-01,895.01
TRX-013096,2026-06-15,13600.28
TRX-013097,2026-05-23,2859.63
TRX-013099,2026-06-17,2456.76
TRX-013100,2026-05-24,11843.0
TRX-013101,2026-06-09,14790.12
TRX-013102,2026-05-29,1872.82
TRX-013103,2026-06-13,9637.53
TRX-013104,2026-06-05,12524.72
TRX-013105,2026-06-10,12346.02
TRX-013106,2026-06-14,3304.82
TRX-013107,2026-05-26,7290.53
TRX-013109,2026-05-20,4252.13
TRX-013110,2026-05-22,7950.47
TRX-013111,2026-06-05,4540.22
TRX-013112,2026-06-08,13117.79
TRX-013113,2026-06-09,4263.65
TRX-013114,2026-06-16,12068.0
TRX-013115,2026-05-22,6088.01
TRX-013116,2026-06-07,3582.52
TRX-013117,2026-05-30,10496.74
TRX-013118,2026-06-06,1618.7
TRX-013120,2026-05-27,13310.98
TRX-013121,2026-06-06,4667.38
TRX-013122,2026-06-03,1141.43
TRX-013123,2026-05-20,4411.84
TRX-013124,2026-06-14,2378.66
TRX-013125,2026-06-11,13464.53
TRX-013126,2026-06-16,11168.58
TRX-013127,2026-05-24,2114.5
TRX-013128,2026-06-07,5272.35
TRX-013129,2026-06-01,12737.11
TRX-013130,2026-05-26,9526.92
TRX-013131,2026-05-24,3195.46
TRX-013132,2026-05-22,3302.83
TRX-013133,2026-06-07,11709.76
TRX-013134,2026-06-17,8959.17
TRX-013135,2026-06-08,3928.09
TRX-013136,2026-06-12,3235.14
TRX-013137,2026-06-08,1723.2
TRX-013138,2026-06-04,829.39
TRX-013140,2026-06-11,4537.56
TRX-013142,2026-06-05,12713.7
TRX-013143,2026-06-10,1757.96
TRX-013144,2026-05-25,14778.6
TRX-013145,2026-05-29,3994.8
TRX-013146,2026-05-31,9791.63
TRX-013147,2026-06-03,5992.37
TRX-013148,2026-05-25,9588.44
TRX-013149,2026-06-11,7677.12
TRX-013150,2026-06-03,7428.94
TRX-013151,2026-06-10,11517.53
TRX-013152,2026-06-15,7342.35
TRX-013153,2026-05-28,2535.14
TRX-013154,2026-06-15,13096.77
TRX-013155,2026-06-02,6353.42
TRX-013156,2026-06-05,2476.89
TRX-013157,2026-05-25,8850.48
TRX-013158,2026-05-21,7455.19
TRX-013159,2026-05-21,8046.24
TRX-013160,2026-05-30,5557.18
TRX-013161,2026-06-05,4745.34
TRX-013162,2026-06-12,13252.15
TRX-013163,2026-05-18,14563.56
TRX-013164,2026-05-23,8930.19
TRX-013165,2026-06-12,712.32
TRX-013166,2026-06-13,9422.75
TRX-013167,2026-06-04,2696.4
TRX-013168,2026-06-12,7830.92
TRX-013169,2026-06-17,9454.14
TRX-013170,2026-06-14,3225.35
TRX-013171,2026-06-02,14321.04
TRX-013172,2026-06-06,13741.37
TRX-013173,2026-06-19,10112.66
TRX-013174,2026-06-12,11393.48
TRX-013175,2026-05-25,8893.98
TRX-013176,2026-06-13,4941.27
TRX-013177,2026-06-17,8941.31
TRX-013178,2026-06-17,14236.57
TRX-013179,2026-06-15,12553.92
TRX-013180,2026-05-19,12659.26
TRX-013181,2026-06-10,4192.38
TRX-013182,2026-05-23,10960.94
TRX-013183,2026-05-19,8635.37
TRX-013184,2026-06-07,6609.89
TRX-013185,2026-06-18,4682.07
TRX-013186,2026-06-16,14356.57
TRX-013187,2026-06-03,13849.25
TRX-013188,2026-05-30,6696.71
TRX-013189,2026-05-22,5651.98
TRX-013190,2026-05-22,1478.82
TRX-013191,2026-06-10,3153.55
TRX-013192,2026-06-06,13584.71
TRX-013193,2026-06-11,14535.33
TRX-013194,2026-05-29,10435.08
TRX-013195,2026-05-29,12221.13
TRX-013196,2026-05-21,7736.18
TRX-013198,2026-06-15,2656.54
TRX-013199,2026-05-21,1600.87
TRX-013200,2026-05-23,10472.2
TRX-013201,2026-06-06,11861.83
TRX-013202,2026-06-05,11673.28
TRX-013203,2026-06-12,9969.63
TRX-013204,2026-06-01,1486.9
TRX-013205,2026-05-22,9047.45
TRX-013206,2026-05-22,12752.6
TRX-013207,2026-06-10,1643.13
TRX-013208,2026-06-08,5248.28
TRX-013209,2026-06-16,2267.91
TRX-013210,2026-05-28,1307.96
TRX-013211,2026-05-26,9213.05
TRX-013213,2026-06-04,1554.28
TRX-013214,2026-06-04,5483.82
TRX-013215,2026-05-22,11495.41
TRX-013216,2026-06-12,9235.45
TRX-013217,2026-06-01,5992.71
TRX-013218,2026-06-15,7436.42
TRX-013219,2026-05-31,14822.74
TRX-013220,2026-05-24,8124.08
TRX-013221,2026-06-07,10651.61
TRX-013222,2026-05-30,11340.12
TRX-013224,2026-06-15,9062.4
TRX-013225,2026-05-27,12547.94
TRX-013226,2026-05-28,8827.42
TRX-013227,2026-05-20,3929.34
TRX-013228,2026-06-02,8615.79
TRX-013229,2026-06-16,5558.92
TRX-013230,2026-06-02,1445.82
TRX-013231,2026-06-16,590.09
TRX-013233,2026-06-08,10290.75
TRX-013234,2026-06-08,7943.87
TRX-013235,2026-05-27,6615.48
TRX-013236,2026-06-11,13639.8
TRX-013237,2026-05-29,8323.88
TRX-013239,2026-05-20,4472.55
TRX-013240,2026-06-16,8288.39
TRX-013241,2026-05-30,6340.04
TRX-013242,2026-06-14,13134.98
TRX-013243,2026-06-19,6476.04
TRX-013244,2026-05-30,10548.51
TRX-013245,2026-06-10,8927.66
TRX-013246,2026-06-03,8348.72
TRX-013247,2026-06-14,4852.93
TRX-013248,2026-06-18,10968.6
TRX-013250,2026-06-04,11479.21
TRX-013251,2026-05-27,6208.84
TRX-013252,2026-05-27,9042.59
TRX-013253,2026-05-25,9203.02
TRX-013254,2026-05-28,12358.01
TRX-013255,2026-06-16,8589.18
TRX-013256,2026-06-16,4286.72
TRX-013257,2026-06-02,3996.04
TRX-013258,2026-05-26,4495.6
TRX-013260,2026-06-08,4780.79
TRX-013261,2026-06-01,3894.65
TRX-013262,2026-06-03,5495.51
TRX-013263,2026-06-06,12455.38
TRX-013264,2026-06-15,5565.52
TRX-013265,2026-05-21,630.78
TRX-013266,2026-06-11,1619.49
TRX-013267,2026-06-13,5308.31
TRX-013268,2026-06-11,12704.34
TRX-013270,2026-05-31,5738.35
TRX-013271,2026-06-14,13525.92
TRX-013272,2026-06-04,9437.84
TRX-013273,2026-05-21,1653.24
TRX-013274,2026-06-14,6312.21
TRX-013275,2026-05-23,13622.46
TRX-013276,2026-05-19,7371.51
TRX-013277,2026-05-29,1278.43
TRX-013278,2026-06-03,8122.34
TRX-013279,2026-06-09,4366.3
TRX-013280,2026-05-26,14823.34
TRX-013281,2026-05-28,4178.98
TRX-013282,2026-05-28,13126.99
TRX-013283,2026-05-20,10172.45
TRX-013284,2026-05-27,11656.26
TRX-013285,2026-06-01,14238.64
TRX-013286,2026-05-27,14445.23
TRX-013287,2026-06-15,2046.79
TRX-013288,2026-06-15,3887.66
TRX-013289,2026-05-23,12861.16
TRX-013290,2026-05-21,1867.2
TRX-013291,2026-06-16,14016.04
TRX-013292,2026-06-10,12364.39
TRX-013293,2026-05-30,7967.88
TRX-013294,2026-06-10,2552.89
TRX-013296,2026-06-13,11444.81
TRX-013297,2026-05-20,14003.16
TRX-013298,2026-06-06,10976.24
TRX-013300,2026-05-22,7821.29
TRX-013301,2026-05-25,4516.49
TRX-013302,2026-06-04,4800.52
TRX-013303,2026-06-02,9006.76
TRX-013304,2026-05-27,12277.11
TRX-013305,2026-05-25,5138.14
TRX-013306,2026-05-20,7948.5
TRX-013307,2026-06-04,3664.4
TRX-013308,2026-06-14,9225.64
TRX-013309,2026-05-23,1569.11
TRX-013310,2026-05-21,11037.23
TRX-013311,2026-06-10,8271.17
TRX-013312,2026-05-26,962.71
TRX-013313,2026-06-12,9348.91
TRX-013314,2026-05-23,13425.89
TRX-013315,2026-06-04,8180.13
TRX-013316,2026-05-21,1727.26
TRX-013317,2026-06-08,7339.39
TRX-013318,2026-05-24,3659.33
TRX-013319,2026-06-04,627.24
TRX-013320,2026-06-15,12418.69
TRX-013321,2026-06-13,14233.08
TRX-013322,2026-05-21,14694.53
TRX-013323,2026-05-27,6263.37
TRX-013325,2026-06-02,8935.0
TRX-013326,2026-05-31,14720.2
TRX-013327,2026-05-28,11337.79
TRX-013328,2026-06-08,14726.96
TRX-013329,2026-05-22,10101.75
TRX-013330,2026-06-04,5938.87
TRX-013331,2026-06-14,6161.95
TRX-013332,2026-06-12,7705.41
TRX-013333,2026-05-23,10051.08
TRX-013334,2026-06-12,11190.92
TRX-013335,2026-05-25,4297.33
TRX-013336,2026-06-04,13815.17
TRX-013337,2026-06-13,12952.79
TRX-013338,2026-05-23,14943.62
TRX-013339,2026-06-07,14945.11
TRX-013340,2026-05-31,3815.38
TRX-013341,2026-06-10,7529.19
TRX-013342,2026-05-19,11248.05
TRX-013343,2026-05-20,7612.96
TRX-013344,2026-06-08,4516.51
TRX-013345,2026-06-10,1611.67
TRX-013346,2026-05-23,2584.33
TRX-013347,2026-06-13,942.91
TRX-013348,2026-06-01,4357.86
TRX-013349,2026-05-18,9105.25
TRX-013350,2026-05-27,10707.02
TRX-013351,2026-06-14,2221.44
TRX-013352,2026-05-22,8390.14
TRX-013353,2026-05-26,6521.21
TRX-013354,2026-05-25,14797.79
TRX-013355,2026-05-25,4410.32
TRX-013356,2026-06-05,1419.1
TRX-013357,2026-05-19,12545.69
TRX-013358,2026-05-24,9718.22
TRX-013360,2026-06-11,7218.01
TRX-013361,2026-05-28,3116.27
TRX-013362,2026-05-30,4348.64
TRX-013363,2026-05-19,5335.71
TRX-013364,2026-06-17,4223.93
TRX-013365,2026-06-13,4396.14
TRX-013366,2026-06-17,6603.89
TRX-013367,2026-06-08,11546.18
TRX-013368,2026-06-06,6229.11
TRX-013369,2026-06-05,7760.63
TRX-013370,2026-05-20,5902.91
TRX-013371,2026-05-28,7732.34
TRX-013372,2026-05-29,4130.62
TRX-013373,2026-06-14,11353.17
TRX-013374,2026-06-05,1818.57
TRX-013375,2026-05-30,9982.22
TRX-013376,2026-06-12,12450.11
TRX-013379,2026-06-03,7200.57
TRX-013380,2026-06-11,7881.63
TRX-013381,2026-05-26,12791.18
TRX-013382,2026-06-03,14588.9
TRX-013383,2026-05-27,5646.48
TRX-013384,2026-05-26,13782.17
TRX-013385,2026-05-28,2519.07
TRX-013386,2026-05-20,8008.68
TRX-013387,2026-06-16,10463.28
TRX-013388,2026-06-09,6817.1
TRX-013389,2026-05-26,13220.05
TRX-013390,2026-05-29,5403.49
TRX-013391,2026-06-07,2311.97
TRX-013392,2026-05-23,5170.26
TRX-013393,2026-05-29,9504.96
TRX-013394,2026-05-27,8611.7
TRX-013395,2026-06-13,5331.96
TRX-013396,2026-06-12,7871.87
TRX-013397,2026-06-13,5114.19
TRX-013398,2026-06-10,13633.0
TRX-013399,2026-05-30,3610.67
TRX-013400,2026-05-21,3411.97
TRX-013401,2026-05-23,13605.82
TRX-013402,2026-06-07,14992.5
TRX-013403,2026-06-15,10380.13
TRX-013404,2026-06-05,6821.14
TRX-013406,2026-06-06,2933.39
TRX-013407,2026-05-26,564.86
TRX-013408,2026-05-29,4354.02
TRX-013409,2026-06-17,12003.99
TRX-013410,2026-06-08,5456.13
TRX-013411,2026-06-01,12126.28
TRX-013412,2026-06-02,11489.91
TRX-013413,2026-05-25,4735.92
TRX-013414,2026-06-08,9607.82
TRX-013415,2026-06-01,4426.38
TRX-013416,2026-05-20,2834.96
TRX-013417,2026-06-19,7876.97
TRX-013418,2026-05-30,866.11
TRX-013419,2026-05-21,2354.12
TRX-013420,2026-06-11,1101.42
TRX-013421,2026-05-31,11125.88
TRX-013422,2026-06-09,10286.13
TRX-013423,2026-05-30,9042.3
TRX-013424,2026-05-29,6919.83
TRX-013425,2026-05-25,12116.22
TRX-013426,2026-06-08,4559.47
TRX-013427,2026-06-15,2898.25
TRX-013428,2026-05-26,9685.28
TRX-013429,2026-06-06,6546.41
TRX-013430,2026-06-14,6728.57
TRX-013431,2026-05-25,9538.14
TRX-013432,2026-06-11,9347.56
TRX-013433,2026-06-02,14940.68
TRX-013434,2026-06-14,11856.89
TRX-013435,2026-06-12,1548.75
TRX-013436,2026-05-21,957.25
TRX-013437,2026-05-28,4551.02
TRX-013438,2026-05-25,4489.93
TRX-013439,2026-05-27,7543.96
TRX-013440,2026-06-03,6286.32
TRX-013441,2026-05-30,2577.75
TRX-013442,2026-06-02,13163.4
TRX-013443,2026-06-07,6297.68
TRX-013444,2026-06-11,1854.74
TRX-013445,2026-06-15,10431.88
TRX-013446,2026-06-04,5740.69
TRX-013447,2026-05-30,11718.79
TRX-013448,2026-05-30,14287.42
TRX-013449,2026-06-02,2595.76
TRX-013450,2026-05-30,8262.45
TRX-013451,2026-06-08,8699.83
TRX-013452,2026-05-29,11717.71
TRX-013453,2026-06-15,10298.09
TRX-013454,2026-06-14,586.39
TRX-013455,2026-05-22,5645.95
TRX-013456,2026-06-12,7743.5
TRX-013457,2026-05-20,4153.6
TRX-013458,2026-06-14,2932.93
TRX-013459,2026-05-22,11003.31
TRX-013460,2026-05-28,8588.95
TRX-013461,2026-06-13,5063.67
TRX-013462,2026-06-10,3181.13
TRX-013463,2026-06-08,12134.05
TRX-013464,2026-05-28,8604.2
TRX-013465,2026-05-21,13878.14
TRX-013466,2026-06-07,12117.8
TRX-013467,2026-06-09,1462.85
TRX-013468,2026-06-02,9695.79
TRX-013470,2026-06-03,11946.69
TRX-013471,2026-06-08,11951.66
TRX-013472,2026-06-14,11991.42
TRX-013474,2026-05-23,2874.93
TRX-013475,2026-06-06,7100.98
TRX-013476,2026-06-04,7767.42
TRX-013477,2026-05-27,3003.23
TRX-013478,2026-06-03,11582.45
TRX-013479,2026-05-27,3330.1
TRX-013480,2026-06-08,9917.13
TRX-013481,2026-05-20,9173.22
TRX-013482,2026-06-07,9948.65
TRX-013483,2026-05-22,7679.69
TRX-013484,2026-05-27,5490.8
TRX-013485,2026-06-14,2733.4
TRX-013486,2026-06-14,826.19
TRX-013487,2026-06-02,14201.17
TRX-013488,2026-05-19,11919.89
TRX-013489,2026-06-11,13839.47
TRX-013490,2026-05-25,9046.49
TRX-013491,2026-06-10,5287.41
TRX-013492,2026-05-25,5039.05
TRX-013493,2026-06-08,10157.03
TRX-013495,2026-05-25,4306.13
TRX-013496,2026-06-08,586.09
TRX-013497,2026-06-03,6083.68
TRX-013498,2026-06-15,3937.27
TRX-013499,2026-06-11,6726.38
TRX-013500,2026-06-07,14722.79
TRX-013501,2026-06-18,14137.37
TRX-013502,2026-06-08,5640.67
TRX-013503,2026-06-10,11509.4
TRX-013504,2026-06-03,6389.36
TRX-013505,2026-06-06,11940.14
TRX-013506,2026-06-17,827.26
TRX-013507,2026-06-04,7904.51
TRX-013508,2026-05-25,3735.0
TRX-013509,2026-06-03,8776.8
TRX-013510,2026-05-26,9203.95
TRX-013511,2026-06-11,8782.17
TRX-013512,2026-06-04,6057.72
TRX-013513,2026-06-16,13850.87
TRX-013514,2026-05-29,10912.36
TRX-013515,2026-06-05,898.69
TRX-013516,2026-05-31,11557.97
TRX-013517,2026-05-26,8237.83
TRX-013518,2026-06-13,13797.52
TRX-013519,2026-06-13,7749.3
TRX-013520,2026-06-19,14713.33
TRX-013521,2026-06-01,7070.6
TRX-013522,2026-05-22,12702.69
TRX-013523,2026-05-24,10288.05
TRX-013524,2026-05-21,3812.07
TRX-013525,2026-06-04,3349.53
TRX-013526,2026-06-04,14640.14
TRX-013527,2026-06-10,1339.23
TRX-013528,2026-05-31,12869.58
TRX-013529,2026-05-31,1772.05
TRX-013530,2026-06-15,5527.06
TRX-013531,2026-05-21,5269.72
TRX-013532,2026-06-14,1131.76
TRX-013533,2026-05-25,4875.09
TRX-013534,2026-06-14,920.94
TRX-013535,2026-05-21,2399.69
TRX-013536,2026-06-12,2074.44
TRX-013537,2026-06-02,4296.68
TRX-013538,2026-05-21,14682.18
TRX-013539,2026-05-28,10709.16
TRX-013540,2026-05-22,1390.35
TRX-013541,2026-06-13,11770.06
TRX-013543,2026-06-03,9587.58
TRX-013544,2026-06-05,1908.91
TRX-013545,2026-06-07,14663.82
TRX-013546,2026-05-29,14831.56
TRX-013547,2026-05-24,13759.25
TRX-013548,2026-05-24,7999.71
TRX-013549,2026-06-03,10889.42
TRX-013550,2026-06-13,8891.22
TRX-013551,2026-05-31,10401.63
TRX-013552,2026-05-20,3823.77
TRX-013553,2026-05-24,4012.72
TRX-013554,2026-06-12,13711.39
TRX-013555,2026-06-05,3851.77
TRX-013556,2026-05-31,8469.44
TRX-013557,2026-06-08,10768.97
TRX-013558,2026-06-07,13610.75
TRX-013560,2026-06-14,3823.17
TRX-013561,2026-06-12,7920.44
TRX-013562,2026-05-30,14472.22
TRX-013563,2026-06-05,3532.15
TRX-013564,2026-06-05,10779.99
TRX-013565,2026-05-24,2185.02
TRX-013566,2026-05-21,14710.8
TRX-013567,2026-06-17,2467.51
TRX-013568,2026-06-15,4360.29
TRX-013569,2026-05-24,8413.62
TRX-013570,2026-05-31,3699.84
TRX-013571,2026-06-01,9739.58
TRX-013572,2026-05-28,11709.4
TRX-013573,2026-05-23,9596.22
TRX-013574,2026-05-23,13399.11
TRX-013576,2026-06-05,3911.24
TRX-013577,2026-06-06,9450.09
TRX-013578,2026-05-22,7736.22
TRX-013579,2026-06-05,12881.61
TRX-013580,2026-06-08,10463.99
TRX-013581,2026-05-30,13247.23
TRX-013582,2026-05-23,7090.23
TRX-013583,2026-06-08,14746.52
TRX-013584,2026-06-17,4086.41
TRX-013585,2026-06-07,823.12
TRX-013586,2026-05-30,14450.69
TRX-013587,2026-05-21,14740.32
TRX-013588,2026-05-18,11989.94
TRX-013589,2026-05-21,14832.85
TRX-013590,2026-06-01,10920.59
TRX-013591,2026-05-31,5575.55
TRX-013592,2026-06-08,10473.04
TRX-013593,2026-06-04,12321.33
TRX-013594,2026-06-11,10837.58
TRX-013595,2026-06-16,9602.13
TRX-013596,2026-05-21,7005.73
TRX-013597,2026-05-23,2463.1
TRX-013598,2026-06-02,13286.13
TRX-013599,2026-05-28,8710.62
TRX-013600,2026-05-27,5878.16
TRX-013602,2026-06-10,11900.62
TRX-013603,2026-05-19,13239.99
TRX-013604,2026-05-26,10083.38
TRX-013606,2026-05-23,10941.57
TRX-013607,2026-06-13,5062.72
TRX-013608,2026-05-29,1946.03
TRX-013609,2026-05-30,5841.33
TRX-013610,2026-06-16,11017.34
TRX-013611,2026-06-07,13422.32
TRX-013612,2026-06-14,5139.75
TRX-013614,2026-06-10,11520.15
TRX-013615,2026-06-01,4566.74
TRX-013616,2026-05-26,8390.85
TRX-013617,2026-06-14,2797.84
